tensor,component,shard,dtype,shape,bytes,logical_group,quant_format,bits_per_weight,in_features,out_features,small_m_dispatch
model.visual.blocks.18.attn.q_proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.18.attn.q_proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.18.attn.q_proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.18.attn.q_proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.18.attn.q_proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.18.attn.q_proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.18.attn.qkv.bias,vision,model-00002-of-00002.safetensors,F16,3456,6912,,,,,,
model.visual.blocks.18.attn.qkv.weight,vision,model-00002-of-00002.safetensors,F16,3456x1152,7962624,,,,,,
model.visual.blocks.18.attn.v_proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.18.attn.v_proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.18.attn.v_proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.18.attn.v_proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.18.attn.v_proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.18.attn.v_proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.18.mlp.linear_fc1.bias,vision,model-00002-of-00002.safetensors,F16,4352,8704,,,,,,
model.visual.blocks.18.mlp.linear_fc1.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.18.mlp.linear_fc1.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.18.mlp.linear_fc1.svh,vision,model-00002-of-00002.safetensors,F16,4352,8704,,,,,,
model.visual.blocks.18.mlp.linear_fc1.trellis,vision,model-00002-of-00002.safetensors,I16,72x272x64,2506752,model.visual.blocks.18.mlp.linear_fc1,exl3_header_inferred,4,1152,4352,hard-eligible; heuristic/SM-dependent
model.visual.blocks.18.mlp.linear_fc2.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.18.mlp.linear_fc2.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.18.mlp.linear_fc2.suh,vision,model-00002-of-00002.safetensors,F16,4352,8704,,,,,,
model.visual.blocks.18.mlp.linear_fc2.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.18.mlp.linear_fc2.trellis,vision,model-00002-of-00002.safetensors,I16,272x72x64,2506752,model.visual.blocks.18.mlp.linear_fc2,exl3_header_inferred,4,4352,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.18.norm1.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.18.norm1.weight,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.18.norm2.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.18.norm2.weight,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.19.attn.k_proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.19.attn.k_proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.19.attn.k_proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.19.attn.k_proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.19.attn.k_proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.19.attn.k_proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.19.attn.proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.19.attn.proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.19.attn.proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.19.attn.proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.19.attn.proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.19.attn.proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.19.attn.q_proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.19.attn.q_proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.19.attn.q_proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.19.attn.q_proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.19.attn.q_proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.19.attn.q_proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.19.attn.qkv.bias,vision,model-00002-of-00002.safetensors,F16,3456,6912,,,,,,
model.visual.blocks.19.attn.qkv.weight,vision,model-00002-of-00002.safetensors,F16,3456x1152,7962624,,,,,,
model.visual.blocks.19.attn.v_proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.19.attn.v_proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.19.attn.v_proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.19.attn.v_proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.19.attn.v_proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.19.attn.v_proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.19.mlp.linear_fc1.bias,vision,model-00002-of-00002.safetensors,F16,4352,8704,,,,,,
model.visual.blocks.19.mlp.linear_fc1.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.19.mlp.linear_fc1.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.19.mlp.linear_fc1.svh,vision,model-00002-of-00002.safetensors,F16,4352,8704,,,,,,
model.visual.blocks.19.mlp.linear_fc1.trellis,vision,model-00002-of-00002.safetensors,I16,72x272x64,2506752,model.visual.blocks.19.mlp.linear_fc1,exl3_header_inferred,4,1152,4352,hard-eligible; heuristic/SM-dependent
model.visual.blocks.19.mlp.linear_fc2.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.19.mlp.linear_fc2.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.19.mlp.linear_fc2.suh,vision,model-00002-of-00002.safetensors,F16,4352,8704,,,,,,
model.visual.blocks.19.mlp.linear_fc2.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.19.mlp.linear_fc2.trellis,vision,model-00002-of-00002.safetensors,I16,272x72x64,2506752,model.visual.blocks.19.mlp.linear_fc2,exl3_header_inferred,4,4352,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.19.norm1.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.19.norm1.weight,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.19.norm2.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.19.norm2.weight,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.2.attn.k_proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.2.attn.k_proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.2.attn.k_proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.2.attn.k_proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.2.attn.k_proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.2.attn.k_proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.2.attn.proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.2.attn.proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.2.attn.proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.2.attn.proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.2.attn.proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.2.attn.proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.2.attn.q_proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.2.attn.q_proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.2.attn.q_proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.2.attn.q_proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.2.attn.q_proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.2.attn.q_proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.2.attn.qkv.bias,vision,model-00002-of-00002.safetensors,F16,3456,6912,,,,,,
model.visual.blocks.2.attn.qkv.weight,vision,model-00002-of-00002.safetensors,F16,3456x1152,7962624,,,,,,
model.visual.blocks.2.attn.v_proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.2.attn.v_proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.2.attn.v_proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.2.attn.v_proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.2.attn.v_proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.2.attn.v_proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.2.mlp.linear_fc1.bias,vision,model-00002-of-00002.safetensors,F16,4352,8704,,,,,,
model.visual.blocks.2.mlp.linear_fc1.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.2.mlp.linear_fc1.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.2.mlp.linear_fc1.svh,vision,model-00002-of-00002.safetensors,F16,4352,8704,,,,,,
model.visual.blocks.2.mlp.linear_fc1.trellis,vision,model-00002-of-00002.safetensors,I16,72x272x64,2506752,model.visual.blocks.2.mlp.linear_fc1,exl3_header_inferred,4,1152,4352,hard-eligible; heuristic/SM-dependent
model.visual.blocks.2.mlp.linear_fc2.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.2.mlp.linear_fc2.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.2.mlp.linear_fc2.suh,vision,model-00002-of-00002.safetensors,F16,4352,8704,,,,,,
model.visual.blocks.2.mlp.linear_fc2.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.2.mlp.linear_fc2.trellis,vision,model-00002-of-00002.safetensors,I16,272x72x64,2506752,model.visual.blocks.2.mlp.linear_fc2,exl3_header_inferred,4,4352,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.2.norm1.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.2.norm1.weight,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.2.norm2.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.2.norm2.weight,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.20.attn.k_proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.20.attn.k_proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.20.attn.k_proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.20.attn.k_proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.20.attn.k_proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.20.attn.k_proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.20.attn.proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.20.attn.proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.20.attn.proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.20.attn.proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.20.attn.proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.20.attn.proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.20.attn.q_proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.20.attn.q_proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.20.attn.q_proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.20.attn.q_proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.20.attn.q_proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.20.attn.q_proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.20.attn.qkv.bias,vision,model-00002-of-00002.safetensors,F16,3456,6912,,,,,,
model.visual.blocks.20.attn.qkv.weight,vision,model-00002-of-00002.safetensors,F16,3456x1152,7962624,,,,,,
model.visual.blocks.20.attn.v_proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.20.attn.v_proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.20.attn.v_proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.20.attn.v_proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.20.attn.v_proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.20.attn.v_proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.20.mlp.linear_fc1.bias,vision,model-00002-of-00002.safetensors,F16,4352,8704,,,,,,
model.visual.blocks.20.mlp.linear_fc1.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.20.mlp.linear_fc1.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.20.mlp.linear_fc1.svh,vision,model-00002-of-00002.safetensors,F16,4352,8704,,,,,,
model.visual.blocks.20.mlp.linear_fc1.trellis,vision,model-00002-of-00002.safetensors,I16,72x272x64,2506752,model.visual.blocks.20.mlp.linear_fc1,exl3_header_inferred,4,1152,4352,hard-eligible; heuristic/SM-dependent
model.visual.blocks.20.mlp.linear_fc2.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.20.mlp.linear_fc2.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.20.mlp.linear_fc2.suh,vision,model-00002-of-00002.safetensors,F16,4352,8704,,,,,,
model.visual.blocks.20.mlp.linear_fc2.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.20.mlp.linear_fc2.trellis,vision,model-00002-of-00002.safetensors,I16,272x72x64,2506752,model.visual.blocks.20.mlp.linear_fc2,exl3_header_inferred,4,4352,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.20.norm1.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.20.norm1.weight,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.20.norm2.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.20.norm2.weight,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.21.attn.k_proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.21.attn.k_proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.21.attn.k_proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.21.attn.k_proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.21.attn.k_proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.21.attn.k_proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.21.attn.proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.21.attn.proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.21.attn.proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.21.attn.proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.21.attn.proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.21.attn.proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.21.attn.q_proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.21.attn.q_proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.21.attn.q_proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.21.attn.q_proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.21.attn.q_proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.21.attn.q_proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.21.attn.qkv.bias,vision,model-00002-of-00002.safetensors,F16,3456,6912,,,,,,
model.visual.blocks.21.attn.qkv.weight,vision,model-00002-of-00002.safetensors,F16,3456x1152,7962624,,,,,,
model.visual.blocks.21.attn.v_proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.21.attn.v_proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.21.attn.v_proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.21.attn.v_proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.21.attn.v_proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.21.attn.v_proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.21.mlp.linear_fc1.bias,vision,model-00002-of-00002.safetensors,F16,4352,8704,,,,,,
model.visual.blocks.21.mlp.linear_fc1.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.21.mlp.linear_fc1.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.21.mlp.linear_fc1.svh,vision,model-00002-of-00002.safetensors,F16,4352,8704,,,,,,
model.visual.blocks.21.mlp.linear_fc1.trellis,vision,model-00002-of-00002.safetensors,I16,72x272x64,2506752,model.visual.blocks.21.mlp.linear_fc1,exl3_header_inferred,4,1152,4352,hard-eligible; heuristic/SM-dependent
model.visual.blocks.21.mlp.linear_fc2.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.21.mlp.linear_fc2.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.21.mlp.linear_fc2.suh,vision,model-00002-of-00002.safetensors,F16,4352,8704,,,,,,
model.visual.blocks.21.mlp.linear_fc2.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.21.mlp.linear_fc2.trellis,vision,model-00002-of-00002.safetensors,I16,272x72x64,2506752,model.visual.blocks.21.mlp.linear_fc2,exl3_header_inferred,4,4352,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.21.norm1.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.21.norm1.weight,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.21.norm2.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.21.norm2.weight,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.22.attn.k_proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.22.attn.k_proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.22.attn.k_proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.22.attn.k_proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.22.attn.k_proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.22.attn.k_proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.22.attn.proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.22.attn.proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.22.attn.proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.22.attn.proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.22.attn.proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.22.attn.proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.22.attn.q_proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.22.attn.q_proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.22.attn.q_proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.22.attn.q_proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.22.attn.q_proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.22.attn.q_proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.22.attn.qkv.bias,vision,model-00002-of-00002.safetensors,F16,3456,6912,,,,,,
model.visual.blocks.22.attn.qkv.weight,vision,model-00002-of-00002.safetensors,F16,3456x1152,7962624,,,,,,
model.visual.blocks.22.attn.v_proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.22.attn.v_proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.22.attn.v_proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.22.attn.v_proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.22.attn.v_proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.22.attn.v_proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.22.mlp.linear_fc1.bias,vision,model-00002-of-00002.safetensors,F16,4352,8704,,,,,,
model.visual.blocks.22.mlp.linear_fc1.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.22.mlp.linear_fc1.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.22.mlp.linear_fc1.svh,vision,model-00002-of-00002.safetensors,F16,4352,8704,,,,,,
model.visual.blocks.22.mlp.linear_fc1.trellis,vision,model-00002-of-00002.safetensors,I16,72x272x64,2506752,model.visual.blocks.22.mlp.linear_fc1,exl3_header_inferred,4,1152,4352,hard-eligible; heuristic/SM-dependent
model.visual.blocks.22.mlp.linear_fc2.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.22.mlp.linear_fc2.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.22.mlp.linear_fc2.suh,vision,model-00002-of-00002.safetensors,F16,4352,8704,,,,,,
model.visual.blocks.22.mlp.linear_fc2.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.22.mlp.linear_fc2.trellis,vision,model-00002-of-00002.safetensors,I16,272x72x64,2506752,model.visual.blocks.22.mlp.linear_fc2,exl3_header_inferred,4,4352,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.22.norm1.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.22.norm1.weight,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.22.norm2.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.22.norm2.weight,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.23.attn.k_proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.23.attn.k_proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.23.attn.k_proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.23.attn.k_proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.23.attn.k_proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.23.attn.k_proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.23.attn.proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.23.attn.proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
model.visual.blocks.23.attn.proj.suh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.23.attn.proj.svh,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.23.attn.proj.trellis,vision,model-00002-of-00002.safetensors,I16,72x72x64,663552,model.visual.blocks.23.attn.proj,exl3_header_inferred,4,1152,1152,hard-eligible; heuristic/SM-dependent
model.visual.blocks.23.attn.q_proj.bias,vision,model-00002-of-00002.safetensors,F16,1152,2304,,,,,,
model.visual.blocks.23.attn.q_proj.mul1,vision,model-00002-of-00002.safetensors,I32,,4,,,,,,
